"","uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"1","0f5e486f-716d-47cf-a80c-5d63f963bc58","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Unknown",1,"","JRUEB",NA
"2","f2be7252-9005-482e-93f9-794fd077e90b","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"singing","No","Unknown",1,"","JRUEB",NA
"3","83e895f3-3604-459c-917a-67105a1e2a72","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",45,"singing","No","Unknown",1,"","JRUEB",NA
"4","d1852037-d2f6-4595-8b68-050384ed528d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",50,"singing","No","Unknown",1,"","JRUEB",NA
"5","b4ab56b5-cac5-4169-84f1-547bfef6bffd","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Unknown",1,"","JRUEB",NA
"6","10142f05-b412-44dd-8123-907b446fd2be","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Unknown",1,"","JRUEB",NA
"7","94c2bc61-822d-4f0b-b7fd-6d5e497ad5b5","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",3,"Y","HETH","Catharus guttatus","species","Hermit Thrush",40,"singing","No","Unknown",1,"","JRUEB",NA
"8","0bf41bb0-93d0-44e1-9a70-a89743d14ed4","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",9,"2018-06-07T08:59Z","BART_012.9.2018-06-07",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",40,"singing","No","Unknown",1,"","JRUEB",NA
"9","f3fd0354-7865-40e8-8b89-6efca4d74e1a","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Unknown",1,"","JRUEB",NA
"10","1bb9cc12-dfcc-4a39-9401-515367682d87","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",80,"singing","No","Unknown",1,"","JRUEB",NA
"11","bc4da122-21f4-4ec1-905b-28b71f44f43d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",60,"singing","No","Unknown",1,"","JRUEB",NA
"12","41974ab1-9dd5-4921-b91f-010df33de0eb","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",100,"singing","No","Unknown",1,"","JRUEB",NA
"13","21ce3d9f-1635-4fff-a551-784c9a0e717d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",3,"Y","UNWO","Picidae sp.","family","",40,"drumming","No","Unknown",1,"","JRUEB",NA
"14","9be92075-4810-44f4-adeb-e72cfecbd932","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",2,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",70,"singing","No","Unknown",1,"","JRUEB",NA
"15","ebbbc728-ece8-4fe5-8b26-a69440fe9f42","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Unknown",1,"","JRUEB",NA
"16","fb13bf80-063b-46dc-baee-8bf86a5416f3","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Unknown",1,"","JRUEB",NA
"17","e0dcd05b-c007-44b5-8586-483492555f50","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2018-06-07T09:14Z","BART_012.8.2018-06-07",6,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Unknown",1,"","JRUEB",NA
"18","cdbbad53-ff65-4470-a7b9-58bd95b7fdde","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z","BART_012.7.2018-06-07",4,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",35,"singing","No","Unknown",1,"","JRUEB",NA
"19","7cb27c78-eb96-4097-9f29-890d67f34772","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2018-06-07T09:30Z","BART_012.7.2018-06-07",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Unknown",1,"","JRUEB",NA
